1,2
1,149
1,150
1,419
1,455
1,711
1,142
1,235
1,446
1,456
1,477
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,451
1,53
3,134
3,136
3,137
3,309
4,477
4,478
4,479
4,480
4,747
5,670
5,704
5,705
5,708
5,707
5,583
5,674
5,586
5,677
6,408
6,409
6,410
6,411
6,414
6,412
6,415
6,416
6,413
6,415
6,416
6,412
6,415
6,416
7,330
8,277
8,278
8,281
8,280
8,283
8,315
8,287
8,323
8,316
8,285
8,290
8,291
8,286
8,288
8,289
8,284
8,279
8,282
8,320
8,621
9,292
9,293
9,294
9,300
9,295
9,296
9,297
9,298
9,301
9,304
9,305
10,12
10,13
10,14
11,13
11,14
11,704
11,705
11,708
11,707
12,711
12,712
12,127
12,713
12,60
12,142
12,349
12,459
12,461
12,481
13,419
13,420
13,65
13,66
13,32
13,67
13,68
13,578
13,711
13,422
13,423
13,424
13,42
13,71
13,72
13,69
13,70
13,73
13,75
13,76
13,77
13,79
13,74
13,41
14,419
14,420
14,32
14,33
14,65
14,66
14,34
14,422
14,711
14,577
14,578
14,41
14,42
14,43
14,44
14,45
14,47
14,48
14,217
14,49
14,50
14,51
14,52
15,419
15,420
15,32
15,33
15,65
15,66
15,34
15,67
15,68
15,578
15,422
15,423
15,424
15,71
15,72
15,41
15,42
15,43
15,44
15,45
15,47
15,48
15,217
15,49
15,50
15,51
15,52
16,419
16,420
16,32
16,33
16,34
16,65
16,66
17,455
17,419
17,711
17,149
17,150
17,2
17,142
17,235
17,446
17,456
17,477
17,5
17,54
17,447
17,449
17,451
18,129
18,130
19,2
19,149
19,150
19,158
19,711
19,11
19,148
19,159
19,242
19,452
19,453
19,487
19,467
19,146
19,147
19,239
19,241
19,148
19,454
20,419
20,150
20,711
20,2
20,235
20,446
20,477
21,467
21,471
21,474
22,711
22,456
22,127
22,461
22,465
22,459
22,712
23,419
23,420
23,65
23,66
23,423
23,424
23,67
23,68
23,578
23,71
23,72
23,73
23,69
23,70
23,76
23,74
23,75
23,77
23,78
23,80
24,419
24,420
24,65
24,66
24,67
24,68
24,73
24,69
24,70
24,71
24,72
24,75
24,76
24,77
24,78
24,80
25,592
25,604
25,614
25,612
25,636
25,628
25,593
25,601
25,602
25,597
25,608
25,630
27,292
27,293
27,294
27,295
27,297
27,300
27,296
27,298
27,299
27,301
27,304
27,305
28,592
28,618
28,631
28,609
28,622
28,624
28,625
28,634
28,637
28,607
30,419
30,420
30,425
30,343
30,344
30,345
30,348
30,349
30,355
30,350
30,360
30,352
31,711
31,422
31,423
31,425
31,343
31,56
31,57
31,58
31,81
31,84
31,382
31,60
31,118
31,61
31,59
31,121
31,53
31,54
31,90
31,96
31,385
31,568
31,570
31,580
31,585
31,89
32,343
32,56
32,57
32,58
32,61
32,59
32,60
32,118
32,121
32,349
32,350
32,53
32,54
32,89
32,90
32,585
32,96
32,568
32,570
33,343
33,56
33,57
33,58
33,61
33,59
33,60
33,118
33,121
33,349
33,350
33,53
33,54
33,89
33,90
33,585
33,96
33,568
33,570
34,419
34,420
34,425
34,343
34,344
34,345
34,711
34,56
34,57
34,349
34,118
34,355
34,365
34,350
34,360
35,420
35,425
35,343
35,344
35,346
35,347
35,422
35,423
35,349
35,351
35,354
35,356
35,361
35,362
35,363
35,365
36,361
36,362
36,363
36,366
36,368
36,369
36,367
37,366
37,369
37,146
37,147
37,148
37,369
37,759
37,368
37,367
38,731
38,742
38,744
38,745
38,746
38,750
38,377
38,440
38,735
38,740
38,742
38,743
38,745
38,750
38,751
38,755
39,731
39,440
39,441
39,735
39,740
39,742
39,743
39,744
39,745
39,750
39,661
39,662
39,721
40,81
40,82
40,84
40,85
40,86
40,89
40,90
40,384
40,93
40,96
40,92
40,100
40,101
40,91
40,92
40,95
40,97
40,98
40,99
40,383
40,385
40,386
40,387
41,81
41,82
41,90
41,85
41,89
41,384
41,85
41,89
41,91
41,92
41,95
41,97
41,98
41,99
41,384
41,385
41,386
41,387
43,122
43,123
43,124
43,125
43,126
43,126
43,126
43,475
43,126
44,118
44,121
44,120
44,362
44,60
44,61
45,419
45,420
45,425
45,343
45,344
45,56
45,57
45,348
45,711
45,346
45,347
45,349
45,118
45,120
45,121
45,60
45,61
45,350
46,118
46,121
46,120
46,362
46,60
46,61
47,343
47,711
47,425
47,127
47,712
47,428
47,344
47,347
47,349
47,353
47,461
47,465
47,713
47,351
47,359
47,456
47,457
47,459
47,128
48,467
48,146
48,468
48,472
48,473
49,132
49,133
49,711
49,739
49,569
50,754
50,471
50,487
50,488
51,754
51,345
51,605
51,747
52,734
52,19
52,20
52,440
52,661
52,663
52,666
52,439
52,737
52,747
52,741
53,310
53,311
54,592
54,604
54,628
54,629
54,166
54,646
54,647
54,169
54,171
54,173
54,593
54,601
54,602
54,627
54,648
54,649
54,649
55,455
55,151
55,423
55,422
55,711
55,149
55,150
55,155
55,156
55,152
55,153
55,154
55,157
55,2
55,156
55,157
55,235
55,152
55,153
55,154
55,155
55,142
55,481
56,149
56,150
56,151
56,152
56,153
56,154
56,155
56,156
56,157
57,636
57,592
57,614
57,612
57,638
57,601
57,599
57,597
57,608
57,646
57,630
57,629
58,59
58,61
58,6
58,53
58,54
58,55
58,89
58,211
58,265
58,267
58,273
58,287
58,377
58,385
58,446
58,459
58,570
58,585
59,160
59,161
59,389
59,177
59,179
59,180
59,175
59,188
59,181
59,182
59,183
60,729
60,395
60,400
60,392
60,393
60,398
60,397
60,398
60,399
60,338
60,401
60,404
60,403
61,102
61,728
61,729
61,730
61,732
61,733
61,394
61,731
61,739
61,389
61,390
61,392
61,397
61,398
61,399
61,395
61,400
61,401
61,105
61,106
61,109
61,110
61,402
62,395
62,400
62,389
62,392
62,393
62,398
62,397
62,398
62,399
62,337
62,338
63,455
63,419
63,711
63,149
63,150
63,2
63,142
63,235
63,446
63,456
63,477
63,5
63,213
63,447
63,214
63,215
63,216
63,451
64,446
64,235
64,477
64,211
64,213
64,214
64,215
64,216
65,748
65,260
65,225
65,502
65,396
66,419
66,420
66,32
66,33
66,65
66,66
66,244
66,150
66,422
66,711
66,577
66,578
66,44
66,45
66,245
66,152
66,217
66,47
66,49
66,218
66,748
67,219
67,220
67,234
67,224
67,225
67,226
67,227
67,228
67,229
67,230
67,231
67,232
67,250
67,324
67,326
67,338
67,398
67,399
67,390
67,572
67,613
67,654
67,656
67,224
67,225
67,226
67,227
67,228
67,229
67,230
67,231
67,232
67,222
67,233
67,397
67,398
67,613
67,257
67,221
67,223
68,219
68,220
68,224
68,225
68,226
68,227
68,228
68,229
68,230
68,231
68,232
68,222
68,233
68,257
68,338
68,397
68,398
68,613
68,221
68,223
69,83
69,87
69,88
69,315
70,530
70,531
70,549
70,550
70,714
70,535
70,309
70,532
70,533
70,551
70,552
70,534
70,553
70,554
70,555
70,556
70,549
70,550
70,531
70,309
70,532
70,533
70,551
70,552
70,534
70,553
70,554
70,555
70,556
71,329
71,279
71,318
71,326
71,327
71,328
71,334
72,455
72,419
72,711
72,149
72,150
72,2
72,142
72,235
72,446
72,456
72,477
72,236
72,238
72,3
72,151
72,154
72,156
72,237
72,240
72,428
72,658
72,451
73,437
73,666
73,247
73,254
73,439
73,721
74,376
74,377
74,246
74,250
74,248
74,249
74,234
74,253
74,404
74,705
74,14
74,153
74,247
74,248
