Global Supply Chain Management GCERT
DSCI 681 Operations Management,MKTG 652 Supply Chain Logistics,MKTG 653 Global Sourcing,IBUS 690 Doing Business Internationally,DSCI 640 Supply Chain Management:  Concepts and Techniques
