Design of User Experience GCERT
WRIT 574G Usability and User Experience,WRIT 631 User Experience and Design Thinking,WRIT 677 User Research,MIS 671 Problem Formulation and Data Presentation,MKTG 600 Marketing Management,MKTG 642 Design and Management of Advertising Programs
