Mathematics Teaching BS
STAT 201 Statistics I,MATH 210 Calculus I,MATH 211 Calculus II,MATH 215 Discrete Mathematics,MATH 230 Introduction to Mathematical Modeling,MATH 301 Introduction to Analysis,MATH 310 Calculus III:  Multivariable Calculus,MATH 315 Linear Algebra and Applications,MATH 330 Optimization,MATH 370 Modern Geometry,MATH 380 Preparing for MN Licensure Content Exam,MATH 471 Abstract Algebra,MAED 450 Teaching Mathematics to Urban Learners in Grades 5-12
