Organizational Communication Minor
COMM 103 Public Speaking,COMM 351 Communication in Work Groups,COMM 352 Organizational Communication,COMM 333 Intermediate Intercultural Communication,COMM 452 Advanced Organizational Communication,MDST 485 Communicating with New Media 
