Public Relations Minor
COMM 381 Public Relations Principles,COMM 385 Media Relations,COMM 386 Public Relations Writing,COMM 481 Advanced Public Relations,COMM 320 Individual Rights and Public Discourse,COMM 351 Communication in Work Groups,INFS 315 Searching for Information,MDST 361 Visual Communication
