"Sociology Track, Social Science BA"
SOC 301 Contemporary Sociology,SOC 302 Interpersonal and Social Power:  A View from Below,"SOC 321 Food, Culture, and Society",SSCI 300 Seeing Like a Social Scientist,SSCI 311 Research Methods in Social Science,SSCI 501 Great Ideas:  Classics of Social Science,SSCI 451 Empirical Research Capstone,SSCI 452 Conceptual Research Capstone
