Humanities Minor
HUM 309 Ancient and Medieval Monsters,HUM 310 The First Civilizations,HUM 311 The Classical World:  Greece,HUM 312 The Classical World:  Rome,HUM 313 Medieval Civilization,HUM 314 The Renaissance,HUM 315 The Enlightenment,HUM 316 Romanticism,HUM 317 Modernism,HUM 318 Postmodernism,HUM 321 Myth,HUM 326 Folklore,"HUM 327 Convivencia:  Jewish, Christian, and Islamic Arts in Medieval Spain",HUM 333 The Photo and the Other,HUM 360I Humanities Student Designed Independent Studies,HUM 364 The Harlem Renaissance,HUM 390 Special Topics in Humanities
