Transportation Management Concentration (Indiv BA)
PRSP 301 Perspectives:  Educational Philosophy and Planning,PRSP 499 Capstone,MKTG 300 Marketing Principles,MGMT 360 Managing a Diverse Workforce,PHIL 320 Business Ethics,BLAW 310 Business Law:  UCC and Contracts
