Biology BA
MATH 115 College Algebra,MATH 120 Precalculus,BIOL 111 General Biology I,BIOL 112 General Biology II,CHEM 111 General Chemistry I,CHEM 112 General Chemistry II,BIOL 211 Principles of Genetics,MATH 208 Applied Calculus,STAT 201 Statistics I,PHYS 110 Introduction to Physics,PHYS 211 Calculus Based Physics I,PHYS 212 Calculus Based Physics II,BIOL 302 Cell Biology and Histology,BIOL 304 Molecular Biology,BIOL 307 Biochemistry,BIOL 310 Ecology,BIOL 312 Evolution,BIOL 315 Limnology,BIOL 316 Behavioral Ecology,BIOL 311 Plant Physiology,BIOL 322 Comparative Animal Physiology,BIOL 324 Invertebrate Biology,BIOL 330 Biology of Microorganisms,BIOL 350I Biology Internship,ESCI 320 Ecosystem and Global Ecology,BIOL 406 Biology of Cancer,BIOL 415 Pollution Ecology,BIOL 416 Invasion Biology,BIOL 418 GIS for Natural Sciences,BIOL 422 Neurophysiology,BIOL 426 Comparative Biomechanics,BIOL 469 Seminars in Biology,BIOL 471 Science Journal Discussion,BIOL 479 Advanced Topics in Biology,BIOL 489 Senior Research in Biology,BIOL 490H Honors Research Project,BIOL 511H Honors Freshwater Ecology and Quality,BIOL 512H Honors Insect Ecology and Management,BIOL 513H Honors Wetland Ecology ,BIOL 514H Honors Forest Ecology,CHEM 421 Medicinal Chemistry
