Environmental Science BS
MATH 115 College Algebra,MATH 120 Precalculus,BIOL 111 General Biology I,BIOL 112 General Biology II,CHEM 111 General Chemistry I,CHEM 112 General Chemistry II,GEOL 118 Environmental Geology,ECON 202 Microeconomics,MATH 208 Applied Calculus,STAT 201 Statistics I,PHYS 110 Introduction to Physics,PHYS 211 Calculus Based Physics I,PHYS 212 Calculus Based Physics II,BIOL 310 Ecology,BIOL 312 Evolution,BIOL 316 Behavioral Ecology,CHEM 311 Environmental Chemistry,CHEM 311L Environmental Chemistry Lab,GEOL 314 Earth Surface Environments,ECON 311 Economics of the Environment,"ESCI 305 Earth's Climate, Past and Future",ESCI 315 Limnology,ESCI 320 Ecosystem and Global Ecology,BIOL 311 Plant Physiology,BIOL 324 Invertebrate Biology,BIOL 415 Pollution Ecology,BIOL 416 Invasion Biology,BIOL 418 GIS for Natural Sciences,BIOL 511H Honors Freshwater Ecology and Quality,BIOL 512H Honors Insect Ecology and Management,BIOL 513H Honors Wetland Ecology ,BIOL 514H Honors Forest Ecology,ESCI 350I Environmental Science Individualized Internship ,ESCI 469 Seminars in Environmental Science,ESCI 479 Advanced Topics in Environmental Science,ESCI 489 Senior Research in Environmental Science,GEOL 340 Water Resources  ,STAT 353 Environmental Statistics,WRIT 375 Environmental Communication
