Management BS
MIS 100 Fundamentals of Information Technology in Organizations,MATH 115 College Algebra,STAT 201 Statistics I,ECON 201 Macroeconomics,ECON 202 Microeconomics,ACCT 210 Financial Accounting,DSCI 434 Introduction to Operations Management,FIN 390 Principles of Finance,MGMT 310 Management Principles and Practices,MIS 310 Principles of Management Information Systems,MKTG 300 Marketing Principles,MGMT 320 Organizational Behavior,MGMT 340 Managing Quality,MGMT 360 Managing a Diverse Workforce,ACCT 320 Strategic Management Accounting,BLAW 320 Legal Environment of Organizations,HRM 310 Human Resource Management:  A Strategic Framework,DSCI 420 Project Management,MGMT 499 Case Studies in Strategic Management
