Violence Prevention and Intervention Minor
"HSVP 301 Violence:  Individual, Community and Global Responses",HSVP 309 Violence and Disability,HSVP 307 Gender Violence in Global Perspective,HSCO 321 Juvenile Offending Prevention and Intervention,HSVP 300 Violence:  Origins and Explanations,HSVP 302 Advocacy in Violence Prevention,HSVP 308 Family Violence Across the Lifespan
