Data Science BS
ICS 140 Computational Thinking with Programming,STAT 201 Statistics I,MATH 215 Discrete Mathematics,DATA 211 Data Science and Visualization,STAT 301 Analysis of Variance and Multivariate Analysis,STAT 311 Regression Analysis,MATH 315 Linear Algebra and Applications,DATA 401 Statistical Machine Learning,ICS 141 Programming with Objects,ICS 240 Introduction to Data Structures,ICS 311 Database Management Systems,ICS 352 Machine Learning,ICS 412 Computational Data Mining,MIS 380 Business Intelligence and Analytics ,MIS 480 Predictive Analytics,STAT 331 Nonparametric Statistical Methods,STAT 341 Analysis of Categorical Data,STAT 411 Time Series Analysis and Forecasting,ICS 340 Algorithms and Data Structures  ,ICS 411 Big Data Storage and Processing,ICS 455 Social Network Analysis,MIS 310 Principles of Management Information Systems,MIS 320 Information Systems Analysis and Design,MIS 335 Management and Use of Databases,STAT 480 Statistical Consulting,DATA 499 Data Science Capstone
