Organizational Administration BAS
MATH 115 College Algebra,STAT 201 Statistics I,ECON 202 Microeconomics,ECON 201 Macroeconomics,MIS 100 Fundamentals of Information Technology in Organizations,ACCT 210 Financial Accounting,FIN 390 Principles of Finance,DSCI 434 Introduction to Operations Management,MGMT 310 Management Principles and Practices,MIS 310 Principles of Management Information Systems,MKTG 300 Marketing Principles,MGMT 499 Case Studies in Strategic Management,ENTR 490 Entrepreneurship and Venture Creation
