Psychology Minor
PSYC 100 General Psychology,STAT 201 Statistics I,PSYC 307 Data/Statistical Analysis for the Behavioral Sciences,PSYC 312 Research Methods,PSYC 317 Human Factors,PSYC 336 Social Psychology,PSYC 363 Community Psychology,PSYC 309 Cognitive Psychology,PSYC 330 Psychology of Learning:  Contemporary Theories and Applications,PSYC 345 Biopsychology,PSYC 391 Sensation and Perception,PSYC 300 Abnormal Psychology,PSYC 332 Psychology of Personality,PSYC 301 Adolescent Psychology,PSYC 302 Adult Development and Lifelong Learning,PSYC 308 Child Psychology,PSYC 311 Life Span Developmental Psychology
