Social Work
SOWK 321 Social Work Practice I,SOWK 333 Human Behavior in the Social Environment ,SOWK 522 Social Work Practice II,SOWK 341 Comparative Racial/Ethnic Analysis I,SOWK 542 Comparative Racial/Ethnic Analysis II,SOWK 360 Social Welfare History and Policy ,SOWK 351 Social Research,SOWK 552 Community Research and Advocacy,SOWK 391 Community Learning Center Practicum,SOWK 591 Social Work Senior Practicum,SOWK 592 Multicultural Child Welfare Senior Practicum,SOWK 381 Community Learning Center Seminar,SOWK 582 Social Work Capstone Seminar,SOWK 584 Multicultural Child Welfare Field Seminar
