Systems Analysis GCERT
MIS 600 Management Information Systems,DSCI 620 Project Management,MIS 662 Management of Distributed Computing,MIS 665 Systems Design and Decision Support,MIS 667 Telecommunications and Internet Management,MIS 643 Telecommunications and Internet Management - Part One,MIS 657 Database and Client/Server Systems
