International Business BS
MIS 100 Fundamentals of Information Technology in Organizations,MATH 115 College Algebra,STAT 201 Statistics I,ECON 201 Macroeconomics,ECON 202 Microeconomics,ACCT 210 Financial Accounting,DSCI 434 Introduction to Operations Management,FIN 390 Principles of Finance,MGMT 310 Management Principles and Practices,MIS 310 Principles of Management Information Systems,MKTG 300 Marketing Principles,IBUS 311 International Business Environment and Operations,IBUS 312 International Political Economy,IBUS 350 Legal Aspects of International Business,ECON 314 International and Comparative Economics,ECON 317 Global Economic and Financial Crises: Theory and Policy,MKTG 480 International Marketing,FIN 550 International Finance,HRM 585 International Human Resource Management,IBUS 490 Doing Business Internationally,MGMT 499 Case Studies in Strategic Management
