Design of User Experience Minor
WRIT 574G Usability and User Experience,WRIT 577 Design of User Experience,WRIT 372 Document and Information Design I,ICS 225 Web Design and Implementation,ICS 321 Multimedia Design and Programming,PSYC 309 Cognitive Psychology,WRIT 373 Writing and Designing for the Web I,WRIT 573 Writing and Designing for the Web II,MDST 580 Issues in Communication Technology,MDST 583 Online Education and Training
