Computer Science PSM
ICS 611 Distributed Database Systems,ICS 613 Introduction to Big Data Computing Systems,ICS 625 Web Services and Service-Oriented Architectures,ICS 640 Distributed Algorithms,ICS 661 Wireless Technologies,ICS 662 Distributed System Design,ICS 668 Cloud Forensics,ICS 668 Cloud Forensics,ICS 682 Cryptography and Computer Security,ICS 684 Cyberspace Security Engineering I,ICS 686 Design of Information Assurance Systems,ICS 688 Cyber Threat Intelligence,ICS 612 Database Security,ICS 685 Cyberspace Security Engineering II,ICS 611 Distributed Database Systems,ICS 670 Contemporary Issues in Software Engineering,ICS 672 Pattern-Oriented Software Construction,ICS 613 Introduction to Big Data Computing Systems,MGMT 610 Managerial Communications,ICS 698 Research Seminar,DSCI 620 Project Management,DSCI 630 Project Risk Management,DSCI 681 Operations Management,ICS 631 User Experience and Design Thinking,ICS 698 Research Seminar,WRIT 673 Technical Communication in International Contexts,PSYC 610 Applied Research Methods,ICS 664 Real Time Operating Systems,ICS 650 Simulation Modeling and Queuing Theory,ICS 690 Special Topics Computer Science:,ICS 650I Information and Computer Sciences Individual Internship,ICS 660I Information and Computer Sciences Student Designed Independent Study
