Computer Forensics Post-baccalaureate UCERT
CFS 160 Computer Forensics Fundamentals,ICS 140 Computational Thinking with Programming,CFS 262 Computer and Operating Systems Fundamentals I,CFS 264 Computer and Operating Systems Fundamentals II,CFS 280 Introduction to Computer Forensics,CFS 484 Computer Laws,CFS 345 Electronic Discovery I,CFS 380 Digital Evidence Analysis,CFS 445 Electronic Discovery II,CFS 485 Mobile Device Security and Forensics,CYBR 332 Computer Security,CYBR 412 Vulnerability Assessment and Penetration Testing,CYBR 445 Cyber Incident Response and Handling,CYBR 482 Malware Analysis,ICS 311 Database Management Systems,ICS 325 Internet Application Development,BLAW 310 Business Law:  UCC and Contracts,BLAW 320 Legal Environment of Organizations,CJS 305 The Criminal Court System,CJS 310 Introduction to Security Management,CJS 320 Criminology and Public Policy,CJS 387 White Collar Crime,POL 331 Law and the Legal Process,CJS 366 The U.S. Intelligence Community,CJS 375 Ethics and Professionalism in Criminal Justice,PHIL 320 Business Ethics,PHIL 325 Criminal Justice Ethics,PHIL 327 Ethics in the Information Age
