Management Information Systems BS
MIS 100 Fundamentals of Information Technology in Organizations,MATH 115 College Algebra,STAT 201 Statistics I,ECON 201 Macroeconomics,ECON 202 Microeconomics,ACCT 210 Financial Accounting,DSCI 434 Introduction to Operations Management,FIN 390 Principles of Finance,MGMT 310 Management Principles and Practices,MIS 310 Principles of Management Information Systems,MKTG 300 Marketing Principles,MIS 320 Information Systems Analysis and Design,MIS 328 Applications Development I,MIS 335 Management and Use of Databases,MIS 467 Telecommunications and Internet Management,MIS 329 Applications Development II,MIS 370 Retail Information Systems,MIS 380 Business Intelligence and Analytics ,MIS 450 MIS Auditing and Security Controls,MIS 456 Supply Chain Information Systems,MIS 459 ERP Systems ,MIS 462 Management of Distributed Computing,MIS 463 Strategic Management of Technology and Innovation,MIS 480 Predictive Analytics,MIS 498 Telecommunications Economics and Policy,MIS 533 Special Topics:  Emerging Technologies,MIS 412 Administration of the Management Information Systems Function,MIS 499 MIS Capstone,MGMT 499 Case Studies in Strategic Management
