Industrial and Organizational Psychology Minor
PSYC 100 General Psychology,PSYC 344 Industrial-Organizational Psychology,PSYC 317 Human Factors,PSYC 327 Psychological Testing,PSYC 303 Artificial Intelligence,PSYC 307 Data/Statistical Analysis for the Behavioral Sciences,STAT 201 Statistics I,PSYC 314 Group Dynamics and Facilitation,PSYC 319 The Impact of Technology on Human and Organizational Behavior,PSYC 212 Introduction to Diversity and Ethics in Psychology,PSYC 107 Career Planning and Development,PSYC 360 Friday Forum Topics,PSYC 323 The Nature of Creativity:  A Psychological Perspective
