Human Resource Management Minor
MGMT 310 Management Principles and Practices,MGMT 320 Organizational Behavior,HRM 310 Human Resource Management:  A Strategic Framework,HRM 370 Employment Law,HRM 520 Staffing Organizations,HRM 530 Employee Development and Training,HRM 335 Understanding and Addressing Race in the Workplace,HRM 540 Compensation Management,HRM 544 Employee Benefits Management
