"Political Science Track, Social Science BA"
POL 301 Citizenship in a Global Context,POL 321 Approaches to World Politics,SSCI 300 Seeing Like a Social Scientist,SSCI 311 Research Methods in Social Science,SSCI 501 Great Ideas:  Classics of Social Science,SSCI 451 Empirical Research Capstone,SSCI 452 Conceptual Research Capstone
