English as a Second Language Minor
EDU 200 Introduction to Urban Education and Reflective Teaching,EDU 203 Multicultural Education,LING 316 The Nature of Language,EDU 435 Teaching and Assessing English Language Learners,EDU 451 Immigrants and Refugees in Urban Schools,EDU 452 Theories and Methods of Language Learning,EDU 453 Assessment and Curriculum for English Learners in Urban Schools ,EDU 454 The Urban ESL Professional,EDU 400 Literacy Education in Urban Schools,EDU 483 Foundations of Teaching Reading in Urban Grades K-6,EDU 456 Elementary ESL Practicum  ,EDU 457 Middle School ESL Practicum   ,EDU 458 High School ESL Practicum   
