Mathematics BA
MATH 210 Calculus I,MATH 215 Discrete Mathematics,ICS 140 Computational Thinking with Programming,STAT 201 Statistics I,MATH 211 Calculus II,MATH 301 Introduction to Analysis,MATH 310 Calculus III:  Multivariable Calculus,MATH 315 Linear Algebra and Applications,MATH 320 Probability,MATH 350 Ordinary Differential Equations,MATH 471 Abstract Algebra,MATH 499 Mathematics Capstone,DATA 211 Data Science and Visualization,PHYS 211 Calculus Based Physics I,MATH 230 Introduction to Mathematical Modeling,MATH 330 Optimization,MATH 355 Introduction to Stochastic Processes,MATH 370 Modern Geometry,MATH 375 Complex Variables,MATH 405 Partial Differential Equations,MATH 420 Numerical Analysis,MATH 430 Advanced Mathematical Modeling
