Ethnic Studies Minor
ETHS 100 Introduction to Ethnic Studies,"ETHS 200 Theories of Race, Ethnicity and Culture",ETHS 302 Immigrant Communities and the Trajectories of Othering,ETHS 303 The Politics of Racial Resistance and Protest in the United States,ETHS 304 Environmental Justice and Public Policy,ETHS 305 Major Issues in U.S. Race Relations,ETHS 306 Politics of Mixed Racial Identity,ETHS 309 Race and Public Policy,ETHS 311 Understanding Racial and Ethnic Groups in the United States,ETHS 315 Color of Incarceration,ETHS 316 Race and Religion,"ETHS 318 Trauma and Traumascapes: Identity, Legacy, and Memory  ","ETHS 324 Race, Identity, and the Internet",ETHS 326 Race and Work in American Life,ETHS 380 Special Topics in Ethnic Studies,ETHS 244 African Americans in Minnesota,ETHS 270 Global Blackness,ETHS 342 Contemporary Issues in Black America,ETHS 370 Black Thought,ETHS 375 Black Life in Wealth and Poverty,HIST 311 African American History,HIST 315 The Civil Rights Movement in the 1960s,HUM 364 The Harlem Renaissance,LIT 361 African-American Literature,LIT 362 Black Women Writers,PHIL 362 Philosophy and Blackness,PSYC 328 Psychology of African Americans,ETHS 231 Global Native and Indigenous Studies,ETHS 232 American Indians in Minnesota,ETHS 332 Topics in Contemporary Native North America,ETHS 334 American Indian Spirituality,"ETHS 335 American Indian Nations:  Law, Power, and Persistence",DKTA 100 Dakota Language and Culture,HIST 310 American Indian History,LIT 363 American Indian Literature,OJIB 100 Ojibwe Culture and Language,ETHS 262 Asian Americans in Minnesota,ETHS 361 History of Asian Americans,ETHS 363 Asian American  Women: Myths and Realities,LIT 368 Asian American Literature,ETHS 250 Latino/Hispanic Cultural Competency: Introductory Concepts,ETHS 252 Latinas/os in Minnesota,ETHS 352 Latina/o Cultural Politics,ETHS 354 Comparative Latinx and Latin American Gender and Sexuality
