Law Enforcement BS Track 2
CJS 201 Foundations in Criminal Justice,CJS 301 Research Methods in Criminal Justice,CJS 320 Criminology and Public Policy,CJS 360 Diversity in Criminal Justice,CJS 350 Citizenship:  Community Involvement,CJS 354 Restorative Justice,CJS 489 Criminal Justice Capstone Internship,CJS 490 Criminal Justice Capstone Research,LAWE 431 Police Culture,LAWE 445 Law Enforcement Leadership:  Contemporary Issues,LAWE 104 Emergency Medical Responder Law Enforcement,LAWE 312 Emergency Management for Law Enforcement,LAWE 329 Technology and Modern Policing ,LAWE 330 Policing and Society,LAWE 339 Violent Crime Investigation,LAWE 367 Exploring Forensic Science,LAWE 388 Crime Analysis
