Cybersecurity Minor
CYBR 332 Computer Security,CYBR 412 Vulnerability Assessment and Penetration Testing,CYBR 442 Cyber Operations,CYBR 362 Networking Protocols and Analysis,ICS 460 Networks and Security ,CFS 380 Digital Evidence Analysis,CFS 484 Computer Laws,CFS 485 Mobile Device Security and Forensics,CYBR 445 Cyber Incident Response and Handling,CYBR 432 Cryptography for Cybersecurity Practitioners,CYBR 482 Malware Analysis,ICS 490 Special Topics in Information and Computer Sciences,MIS 412 Administration of the Management Information Systems Function,MIS 450 MIS Auditing and Security Controls
