Practical Ethics Minor
PHIL 301 Ethical Inquiry,PHIL 354 Economic Justice:  Who Gets What and Why?,PHIL 379 Contemporary Moral Theory,PHIL 306 Philosophy and Sexuality,"PHIL 352 Borders, Walls, Us and Them",PHIL 362 Philosophy and Blackness,PHIL 364 Feminism and Philosophy,PHIL 365 The Cultural Politics of GLBT Sexuality,PHIL 366 Race and Racism:  Philosophical Problems,PHIL 310 Environmental Philosophy,PHIL 320 Business Ethics,PHIL 321 Medical Ethics,PHIL 325 Criminal Justice Ethics,PHIL 327 Ethics in the Information Age
