Business Analytics Minor
STAT 201 Statistics I,MIS 310 Principles of Management Information Systems,DATA 211 Data Science and Visualization,MIS 380 Business Intelligence and Analytics ,MIS 480 Predictive Analytics,STAT 480 Statistical Consulting,MIS 335 Management and Use of Databases,STAT 301 Analysis of Variance and Multivariate Analysis,STAT 311 Regression Analysis
