Family Studies Minor
HSFS 343 The Family:  A Social/Psychological Exploration,HSCD 301 Substance Use and the Family,HSER 352 Family Counseling,"HSFS 338 Family:  Racial, Gender and Class Dimensions",HSFS 339 Issues and Actions in Family Policy,HSFS 341 Work and Family,HSFS 342 Children in U.S. Society,HSVP 308 Family Violence Across the Lifespan
