Economics Minor
ECON 201 Macroeconomics,ECON 202 Microeconomics,ECON 300 Analytical and Quantitative Methods for Economists,ECON 311 Economics of the Environment,ECON 313 Labor Economics,ECON 314 International and Comparative Economics,ECON 315 Economics of Diversity,ECON 316 Health Economics,ECON 317 Global Economic and Financial Crises: Theory and Policy,ECON 351 Intermediate Macroeconomics,ECON 352 Intermediate Microeconomics,"ECON 420 Money, Banking and Financial Institutions",ECON 490 Topics in Economics,ECON 496 Managerial Economics,ECON 497 Economic Research and Forecasting
