Physics Minor
MATH 115 College Algebra,MATH 120 Precalculus,MATH 210 Calculus I,MATH 211 Calculus II,PHYS 211 Calculus Based Physics I,PHYS 212 Calculus Based Physics II,PHYS 351 Thermodynamics,PHYS 355 Modern Physics,PHYS 357 Modern Physics Lab  ,PHYS 469 Seminars in Physics,PHYS 479 Special Topics in Physics ,PHYS 489 Directed Research in Physics,MATH 230 Introduction to Mathematical Modeling,MATH 350 Ordinary Differential Equations,MATH 420 Numerical Analysis,MATH 430 Advanced Mathematical Modeling
