Creative Writing Minor
WRIT 251 Introduction to Creative Writing,WRIT 359 Boot Camp: Creative Writing for Non-Majors,MDST 520 Digital Storytelling,MDST 520G Digital Storytelling,"WRIT 300 Creative Writers, Identity and Race in the Twin Cities",WRIT 324 Topics in Writing,WRIT 344 Writing for Publication and Profit,WRIT 352 Writing Memoir and Creative Nonfiction,WRIT 353 Writing Short Fiction,WRIT 354 Writing Poetry,WRIT 355 Writing Children's Literature,WRIT 356 Writing Humor,WRIT 357 Writers as Readers,WRIT 358 1000 Words or Less,WRIT 359 Boot Camp: Creative Writing for Non-Majors,WRIT 481 Advanced Creative Writing,WRIT 598 Advanced Topics in Creative Writing,SCRW 313 Beginning Screenwriting,SCRW 314 New Screenplay Forms,SCRW 415 Advanced Screenwriting,THEA 400 Playwriting I,THEA 587 Playwriting II
