Entrepreneurship and Innovation Minor
MGMT 310 Management Principles and Practices,FIN 390 Principles of Finance,MKTG 300 Marketing Principles,ENTR 300 Interdisciplinary Business Skills and Knowledge for Non-Business Majors,ENTR 400 Innovative Mindset in a Diverse Economy,ENTR 490 Entrepreneurship and Venture Creation,ENTR 491 Technology Management for Entrepreneurs,ENTR 493 Finance for Entrepreneurs,ENTR 494 Entrepreneurship and Law,ENTR 495 Developing New Products and Services,ENTR 496 Writing a Marketing Plan,ENTR 497 Writing a Business Plan
