Chemistry BS
MATH 115 College Algebra,MATH 120 Precalculus,CHEM 111 General Chemistry I,CHEM 112 General Chemistry II,MATH 210 Calculus I,MATH 211 Calculus II,CHEM 231 Organic Chemistry I,CHEM 231L Organic Chemistry I Lab,PHYS 211 Calculus Based Physics I,PHYS 212 Calculus Based Physics II,CHEM 332 Organic Chemistry II,CHEM 332L Organic Chemistry II Lab,CHEM 341 Quantitative Analysis,CHEM 351 Physical Chemistry I ,CHEM 325 Biochemistry I: Biomolecule Structure and Function,CHEM 327 Biochemistry Laboratory,CHEM 421 Medicinal Chemistry,CHEM 433 Advanced Organic Chemistry,CHEM 435 Advanced Organic Chemistry Lab,CHEM 311 Environmental Chemistry,CHEM 311L Environmental Chemistry Lab,CHEM 355 Physical Chemistry II,CHEM 357 Physical Chemistry II Lab ,CHEM 361 Inorganic Chemistry Lecture and Lab,CHEM 441 Instrumental Analysis ,CHEM 350I Chemistry Internship,CHEM 407 Biochemistry of Neurological Disorders,CHEM 425 Polymer Chemistry and Dynamics,"CHEM 429 Biochemistry II: Bioenergetics, Metabolism, and Macromolecule Biosynthesis",CHEM 437L Research Methods,CHEM 469 Seminars in Chemistry,CHEM 479 Special Topics in Chemistry,CHEM 479L Special Topics in Chemistry Laboratory,CHEM 489 Directed Research in Chemistry
