International Business Minor
ENTR 300 Interdisciplinary Business Skills and Knowledge for Non-Business Majors,IBUS 311 International Business Environment and Operations,IBUS 312 International Political Economy,IBUS 350 Legal Aspects of International Business,ECON 314 International and Comparative Economics,ECON 317 Global Economic and Financial Crises: Theory and Policy,FIN 550 International Finance,HRM 585 International Human Resource Management,MKTG 480 International Marketing,IBUS 490 Doing Business Internationally
