Supply Chain and Operations Management Minor
MIS 100 Fundamentals of Information Technology in Organizations,MATH 115 College Algebra,STAT 201 Statistics I,MGMT 310 Management Principles and Practices,DSCI 434 Introduction to Operations Management,MKTG 455 Logistics in Supply Chain,DSCI 440 Supply Chain Planning and Control,DSCI 450 Supply Chain and Operations Management Strategy,ACCT 320 Strategic Management Accounting,DSCI 420 Project Management,IBUS 311 International Business Environment and Operations,MGMT 340 Managing Quality,MIS 456 Supply Chain Information Systems,MKTG 449 Fundamentals of Purchasing Management,MKTG 451 Materials Management,DSCI 415 Special Topics in Supply Chain and Operations ,MIS 370 Retail Information Systems
