Marketing BS
MIS 100 Fundamentals of Information Technology in Organizations,MATH 115 College Algebra,STAT 201 Statistics I,ECON 201 Macroeconomics,ECON 202 Microeconomics,ACCT 210 Financial Accounting,DSCI 434 Introduction to Operations Management,FIN 390 Principles of Finance,MGMT 310 Management Principles and Practices,MIS 310 Principles of Management Information Systems,MKTG 300 Marketing Principles,MKTG 310 Consumer and Professional Buyer Behavior,MKTG 343 Integrated Marketing Communications,MKTG 420 Marketing Research,MKTG 480 International Marketing,MKTG 490 Issues in Marketing,BLAW 430 Marketing and Advertising Law,ENTR 495 Developing New Products and Services,MGMT 499 Case Studies in Strategic Management
