Industrial & Applied Mathematics BS
ICS 140 Computational Thinking with Programming,STAT 201 Statistics I,MATH 210 Calculus I,MATH 215 Discrete Mathematics,ICS 141 Programming with Objects,STAT 311 Regression Analysis,MATH 211 Calculus II,MATH 230 Introduction to Mathematical Modeling,MATH 310 Calculus III:  Multivariable Calculus,MATH 315 Linear Algebra and Applications,MATH 320 Probability,MATH 330 Optimization,MATH 355 Introduction to Stochastic Processes,MATH 420 Numerical Analysis,MATH 430 Advanced Mathematical Modeling,DATA 211 Data Science and Visualization,STAT 252 Statistics Programming,MATH 301 Introduction to Analysis,MATH 350 Ordinary Differential Equations,MATH 375 Complex Variables,MATH 405 Partial Differential Equations,MATH 471 Abstract Algebra,STAT 301 Analysis of Variance and Multivariate Analysis,STAT 321 Biostatistics,STAT 331 Nonparametric Statistical Methods,STAT 341 Analysis of Categorical Data,STAT 353 Environmental Statistics,STAT 411 Time Series Analysis and Forecasting,PHYS 211 Calculus Based Physics I,PHYS 212 Calculus Based Physics II,PHYS 351 Thermodynamics,PHYS 355 Modern Physics,PHYS 357 Modern Physics Lab  ,ICS 311 Database Management Systems,ICS 340 Algorithms and Data Structures  ,ICS 365 Organization of Programming Languages,ICS 372 Object-Oriented Design and Implementation,ICS 411 Big Data Storage and Processing,ICS 440 Parallel and Distributed Algorithms,ICS 460 Networks and Security ,ICS 462 Operating Systems,FIN 390 Principles of Finance,MIS 380 Business Intelligence and Analytics ,MIS 480 Predictive Analytics,STAT 480 Statistical Consulting,MATH 499 Mathematics Capstone,STAT 350I Statistics Internship,MATH 350I Mathematics Internship
