Criminal Justice Minor
CJS 101 Introduction to Criminal Justice,CJS 201 Foundations in Criminal Justice,CJS 320 Criminology and Public Policy,CJS 300 Corrections and Community Corrections,CJS 305 The Criminal Court System,LAWE 330 Policing and Society,CJS 300 Corrections and Community Corrections,CJS 305 The Criminal Court System,CJS 310 Introduction to Security Management,CJS 315 Sexual Violence and Child Exploitation,CJS 318 Women and Crime,CJS 325 Inside-Out:  Prison Exchange Program,CJS 333 Gangs,CJS 335 Homicide Studies,CJS 340 Comparative Criminal Justice,CJS 344 Terrorism and Counterterrorism,CJS 345 Organization and Administration in Criminal Justice,CJS 350 Citizenship:  Community Involvement,CJS 354 Restorative Justice,CJS 356 Violence in America,CJS 358 Community Building for Criminal Justice,CJS 365 Media in Criminal Justice: Fake News and High Drama,CJS 366 The U.S. Intelligence Community,CJS 370 Probation and Parole,CJS 377 Criminal Justice Practicum,CJS 382 Topics in Criminal Justice:,CJS 387 White Collar Crime,CJS 465 Criminal Justice Response to the Mentally Ill and Other Special Populations,LAWE 312 Emergency Management for Law Enforcement,LAWE 330 Policing and Society,LAWE 339 Violent Crime Investigation,LAWE 367 Exploring Forensic Science,LAWE 388 Crime Analysis,LAWE 431 Police Culture,LAWE 445 Law Enforcement Leadership:  Contemporary Issues
