Master of Public and Nonprofit Administration MPNA
MPNA 600 Practical Research for Public Administration and Non-profit Management,PADM 600 Public Administration Foundations,NPM 600 Nonprofit Governance and Management,MPNA 620 Leading Public Service Organizations,MPNA 635 Economic Reasoning for Public Administrators and Nonprofit Managers,MPNA 660 Strategic Human Resources Management:  Public and Nonprofit,"MPNA 680 Information Management, Evaluation, and Public Accountability",MPNA 690 Public Ethics and the Common Good,NPM 650 Resource Development and Strategic Communications,PADM 650 Public Policy Analysis,NPM 675 Nonprofit Financial Management,PADM 675 Public Finance,MPNA 699 Topics in Public Administration and Nonprofit Management,MPNA 695 Capstone in Community Oriented Management
