Database Administration GCERT
MIS 600 Management Information Systems,DSCI 620 Project Management,MIS 653 Supply Chain Information Systems,MIS 657 Database and Client/Server Systems,MIS 658 Advanced Database Administration,MIS 680 Introduction to Information Assurance,MIS 683 Process Analysis and Design,MIS 685 Data Mining Tools
