English BA
WRIT 131 Writing I,LIT 341 American Literature:  Beginnings-1870,LIT 342 American Literature:  1870-Present,LIT 371 English Literature:  Beginnings-1800,LIT 372 English Literature: 1800-Present,LIT 312 Women Writers,LIT 315 Gender and Race in Literature and Film,LIT 362 Black Women Writers,LIT 365 Asian Women Writers,LIT 361 African-American Literature,LIT 362 Black Women Writers,LIT 363 American Indian Literature,LIT 364 Literature by Immigrants of Color,LIT 365 Asian Women Writers,LIT 368 Asian American Literature,HUM 310 The First Civilizations,HUM 311 The Classical World:  Greece,HUM 312 The Classical World:  Rome,HUM 313 Medieval Civilization,HUM 314 The Renaissance,HUM 315 The Enlightenment,HUM 317 Modernism,HUM 318 Postmodernism,HUM 321 Myth,HUM 326 Folklore,"HUM 327 Convivencia:  Jewish, Christian, and Islamic Arts in Medieval Spain",HUM 364 The Harlem Renaissance,LIT 377 Shakespeare,LIT 501 Literary Criticism:  Beginnings-1950,LIT 502 Literary Criticism:  1950-Present,LING 547 History of the English Language,LIT 480 Literature Capstone Seminar
