Master of Public Administration MPA
MPNA 600 Practical Research for Public Administration and Non-profit Management,PADM 600 Public Administration Foundations,MPNA 620 Leading Public Service Organizations,MPNA 635 Economic Reasoning for Public Administrators and Nonprofit Managers,MPNA 660 Strategic Human Resources Management:  Public and Nonprofit,"MPNA 680 Information Management, Evaluation, and Public Accountability",MPNA 690 Public Ethics and the Common Good,PADM 650 Public Policy Analysis,PADM 675 Public Finance,MPNA 695 Capstone in Community Oriented Management
