Business Administration Minor
MATH 115 College Algebra,ECON 202 Microeconomics,STAT 201 Statistics I,ACCT 210 Financial Accounting,FIN 390 Principles of Finance,MGMT 310 Management Principles and Practices,MKTG 300 Marketing Principles
