Business Administration DBA
DBA 700 Doctoral Seminar in the Development of Management Thought,DBA 705 Foundations of Research Inquiry,DBA 710 Applied Business Statistics and Analytics,DBA 711 Advanced Methodology,DBA 712 Applied Research Projects Design,DBA 720 Accounting and Financial Policy,DBA 730 Information Technology:  Issues and Strategy,DBA 740 Global Issues in Business:  A Multi-Disciplinary Approach,DBA 755 Current Topics in Business Leadership,DBA 755 Current Topics in Business Leadership,DBA 760 Advanced Strategic Management Seminar
