Law Enforcement Licensing Certificate UCERT
CJS 101 Introduction to Criminal Justice,LAWE 280 Juvenile Justice,LAWE 210 Procedural Studies in Law Enforcement,LAWE 210L Procedural Studies in Law Enforcement Lab,LAWE 220 Legal Studies in Law Enforcement ,LAWE 301 Policing in the 21st Century,LAWE 301L Policing in the 21st Century Lab,LAWE 321 Law and Human Behavior ,LAWE 321L Law and Human Behavior Lab,CJS 375 Ethics and Professionalism in Criminal Justice,LAWE 050 Emergency Vehicle Operations,LAWE 224 Crimes in Progress,LAWE 227 Traffic and Investigations,LAWE 228 Defensive Tactics,LAWE 229 Firearms
