"Anthropology Track, Social Science BA"
ANTH 301 Approaches to Cultural Anthropology,ANTH 302 Gender and Culture,SSCI 300 Seeing Like a Social Scientist,SSCI 311 Research Methods in Social Science,SSCI 501 Great Ideas:  Classics of Social Science,SSCI 451 Empirical Research Capstone,SSCI 452 Conceptual Research Capstone
