Computer Science BS
MATH 120 Precalculus,MATH 215 Discrete Mathematics,ICS 140 Computational Thinking with Programming,ICS 141 Programming with Objects,ICS 232 Computer Organization and Architecture,ICS 240 Introduction to Data Structures,MATH 208 Applied Calculus,MATH 210 Calculus I,ICS 311 Database Management Systems,ICS 340 Algorithms and Data Structures  ,ICS 365 Organization of Programming Languages,ICS 372 Object-Oriented Design and Implementation,ICS 440 Parallel and Distributed Algorithms,ICS 460 Networks and Security ,ICS 462 Operating Systems,ICS 499 Software Engineering and Capstone Project
