Psychology BA
PSYC 100 General Psychology,PSYC 200 Fundamentals of Psychological Science,PSYC 212 Introduction to Diversity and Ethics in Psychology,PSYC 312 Research Methods,PSYC 405 History and Systems of Psychology,PSYC 407 Professional and Career Applications of Psychology,PSYC 336 Social Psychology,PSYC 363 Community Psychology,PSYC 309 Cognitive Psychology,PSYC 317 Human Factors,PSYC 330 Psychology of Learning:  Contemporary Theories and Applications,PSYC 345 Biopsychology,PSYC 391 Sensation and Perception,PSYC 300 Abnormal Psychology,PSYC 332 Psychology of Personality,PSYC 301 Adolescent Psychology,PSYC 302 Adult Development and Lifelong Learning,PSYC 308 Child Psychology,PSYC 311 Life Span Developmental Psychology
