Industrial & Applied Mathematics Minor
STAT 201 Statistics I,MATH 210 Calculus I,MATH 211 Calculus II,MATH 230 Introduction to Mathematical Modeling,DATA 211 Data Science and Visualization,STAT 252 Statistics Programming,MATH 215 Discrete Mathematics,MATH 310 Calculus III:  Multivariable Calculus,MATH 315 Linear Algebra and Applications,MATH 320 Probability,MATH 350 Ordinary Differential Equations,STAT 301 Analysis of Variance and Multivariate Analysis,STAT 311 Regression Analysis,STAT 321 Biostatistics,STAT 331 Nonparametric Statistical Methods,STAT 341 Analysis of Categorical Data,STAT 353 Environmental Statistics,STAT 411 Time Series Analysis and Forecasting
