Educational Psychology Minor
PSYC 385 Educational Psychology,PSYC 100 General Psychology,PSYC 330 Psychology of Learning:  Contemporary Theories and Applications,PSYC 327 Psychological Testing,PSYC 384 Education Futures,PSYC 324 Practical Behavior Analysis and Modification,PSYC 339 Working with Children in the Middle Years,PSYC 392 Psychology and Education of the Gifted,PSYC 305 Behavior Disorders in Children,"PSYC 390 Developmental Disabilities: Issues, Assessment and Intervention",PSYC 393 Special Education Overview,PSYC 301 Adolescent Psychology,PSYC 212 Introduction to Diversity and Ethics in Psychology,PSYC 313 Family Systems,PSYC 415 Principles of Teaching and Learning in Early Childhood,PSYC 360 Friday Forum Topics,PSYC 357 Observing and Assessing Young Children:  Birth Through Age Five
