Disability Studies Minor
HSDS 304 Introduction to Disabilities,HSDS 305 Disability Rights: History and Current Trends,HSDS 306 Community Resources and Services for Persons with Disabilities,"HSDS 307 Blind, Deaf Blind, and Deaf Culture, History and Resources",HSDS 308 Aging and Disabilities,HSDS 399 The Disability Experience in Television and Film,HSER 303 Disability Awareness,HSVP 309 Violence and Disability
