Life Sciences Teaching BS
MATH 115 College Algebra,MATH 120 Precalculus,BIOL 111 General Biology I,BIOL 112 General Biology II,CHEM 111 General Chemistry I,CHEM 112 General Chemistry II,GEOL 110 Introduction to Earth Sciences,BIOL 211 Principles of Genetics,STAT 201 Statistics I,PHYS 110 Introduction to Physics,PHYS 211 Calculus Based Physics I,PHYS 212 Calculus Based Physics II,BIOL 302 Cell Biology and Histology,BIOL 304 Molecular Biology,BIOL 310 Ecology,BIOL 312 Evolution,ESCI 315 Limnology,BIOL 311 Plant Physiology,BIOL 322 Comparative Animal Physiology,BIOL 330 Biology of Microorganisms,SCED 450 Science Methods for Urban Grades 5-12 Classrooms and Lab
