Game Studies Minor
"MDST 363 Children, Adolescents and the Media",MDST 381 Video Game Culture,SCRW 383 Writing For Video Games,"GNDR 270 Gender, Race and Popular Culture",HIST 305 U.S. Economic Life:  Technology,HUM 313 Medieval Civilization,HUM 321 Myth,"HUM 327 Convivencia:  Jewish, Christian, and Islamic Arts in Medieval Spain",LIT 327 The Fairy Tale,MDST 485 Communicating with New Media ,MDST 490 Big Data and the Connected Citizen,MDST 580 Issues in Communication Technology,THEA 400 Playwriting I
