Accounting BS
ACCT 210 Financial Accounting,ECON 201 Macroeconomics,ECON 202 Microeconomics,MATH 115 College Algebra,MIS 100 Fundamentals of Information Technology in Organizations,STAT 201 Statistics I,DSCI 434 Introduction to Operations Management,FIN 390 Principles of Finance,MGMT 310 Management Principles and Practices,MIS 310 Principles of Management Information Systems,MKTG 300 Marketing Principles,ACCT 311 Intermediate Accounting I,ACCT 312 Intermediate Accounting II,ACCT 320 Strategic Management Accounting,ACCT 340 Accounting Information Systems,ACCT 510 Advanced Accounting,ACCT 512 Auditing,ACCT 520 Advanced Strategic Management Accounting,ACCT 530 Business Taxation,MGMT 499 Case Studies in Strategic Management,ACCT 515 Financial Statement Analysis,ACCT 515 Financial Statement Analysis,BLAW 310 Business Law:  UCC and Contracts
