Advertising Minor
MKTG 300 Marketing Principles,MKTG 310 Consumer and Professional Buyer Behavior,MKTG 343 Integrated Marketing Communications,"MKTG 348 Advertising Copywriting, Design and Production",WRIT 373 Writing and Designing for the Web I
