Biochemistry BS
MATH 115 College Algebra,MATH 120 Precalculus,CHEM 111 General Chemistry I,CHEM 112 General Chemistry II,BIOL 111 General Biology I,CHEM 231 Organic Chemistry I,CHEM 231L Organic Chemistry I Lab,PHYS 211 Calculus Based Physics I,PHYS 212 Calculus Based Physics II,STAT 201 Statistics I,MATH 208 Applied Calculus,MATH 210 Calculus I,MATH 211 Calculus II,BIOL 304 Molecular Biology,CHEM 332 Organic Chemistry II,CHEM 332L Organic Chemistry II Lab,CHEM 325 Biochemistry I: Biomolecule Structure and Function,CHEM 327 Biochemistry Laboratory,CHEM 341 Quantitative Analysis,"CHEM 429 Biochemistry II: Bioenergetics, Metabolism, and Macromolecule Biosynthesis",CHEM 351 Physical Chemistry I ,CHEM 407 Biochemistry of Neurological Disorders,CHEM 421 Medicinal Chemistry,CHEM 425 Polymer Chemistry and Dynamics,CHEM 433 Advanced Organic Chemistry,CHEM 435 Advanced Organic Chemistry Lab,CHEM 437L Research Methods,CHEM 441 Instrumental Analysis ,CHEM 469 Seminars in Chemistry,CHEM 488 Directed Research in Biochemistry,CHEM 350I Chemistry Internship,BIOL 302 Cell Biology and Histology
