Chemistry Minor
MATH 115 College Algebra,MATH 120 Precalculus,CHEM 111 General Chemistry I,CHEM 112 General Chemistry II,CHEM 231 Organic Chemistry I,CHEM 231L Organic Chemistry I Lab,CHEM 341 Quantitative Analysis,CHEM 311 Environmental Chemistry,CHEM 311L Environmental Chemistry Lab,CHEM 325 Biochemistry I: Biomolecule Structure and Function,CHEM 327 Biochemistry Laboratory,CHEM 332 Organic Chemistry II,CHEM 332L Organic Chemistry II Lab,CHEM 351 Physical Chemistry I ,CHEM 361 Inorganic Chemistry Lecture and Lab,CHEM 407 Biochemistry of Neurological Disorders,CHEM 421 Medicinal Chemistry,CHEM 425 Polymer Chemistry and Dynamics,"CHEM 429 Biochemistry II: Bioenergetics, Metabolism, and Macromolecule Biosynthesis",CHEM 437L Research Methods,CHEM 441 Instrumental Analysis ,CHEM 469 Seminars in Chemistry,CHEM 479 Special Topics in Chemistry,CHEM 479L Special Topics in Chemistry Laboratory,CHEM 489 Directed Research in Chemistry
