Computer Information Technology BS
MATH 115 College Algebra,MATH 120 Precalculus,MATH 215 Discrete Mathematics,ICS 140 Computational Thinking with Programming,ICS 141 Programming with Objects,ICS 225 Web Design and Implementation,STAT 201 Statistics I,CFS 262 Computer and Operating Systems Fundamentals I,CFS 264 Computer and Operating Systems Fundamentals II,ICS 311 Database Management Systems,CYBR 332 Computer Security,ICS 370 Software Design Models,ICS 499 Software Engineering and Capstone Project,ICS 325 Internet Application Development,ICS 425 Client/Server Architectures
